name	SRR1944912_cds_rpm	SRR1944913_cds_rpm	SRR1944914_cds_rpm	SRR1944915_cds_rpm	SRR1944916_cds_rpm	SRR1944917_cds_rpm
NM_001183604.1	21.38	23.02	26.35	22.84	24.76	23.59
NM_001183605.3	0.0	0.09	0.08	0.0	0.05	0.09
NM_001183606.1	161.72	166.71	170.64	196.52	191.74	198.08
NM_001183607.3	39.33	42.75	45.29	42.64	43.18	39.62
NM_001183608.1	14.15	15.71	15.66	13.36	11.04	11.93
NM_001183609.3	0.38	0.32	0.67	0.35	0.64	0.55
NM_001183610.1	26.15	31.6	22.56	32.89	27.43	31.05
NM_001183611.3	1.23	1.99	1.18	0.97	1.19	1.18
NM_001183612.3	3.05	3.52	2.61	3.66	2.62	2.19
NM_001183613.1	30.12	34.99	33.67	34.83	28.37	33.97
NM_001183614.3	35.31	44.87	35.02	48.46	37.14	38.61
NM_001183615.1	24.54	26.82	30.05	31.75	33.52	28.41
NM_001183616.3	148.81	136.56	147.15	174.04	167.87	172.21
NM_001183617.1	469.74	503.62	458.63	396.53	360.95	335.5
NM_001183620.3	14.15	14.54	14.98	15.52	14.61	13.93
NM_001183621.1	47.05	45.73	37.63	60.19	60.96	55.73
NM_001183623.3	926.67	921.69	912.37	935.7	968.55	935.28
NM_001183624.1	5.31	5.91	5.81	5.6	5.55	7.01
NM_001183625.3	145.33	151.95	153.97	122.45	119.84	114.47
NM_001183626.1	97.58	97.24	119.96	102.87	95.18	102.63
NM_001183627.3	4.66	5.51	5.64	8.02	7.18	6.83
NM_001183628.1	103.21	112.36	119.88	139.29	131.92	130.68
NM_001183629.3	51.23	52.28	54.89	53.35	49.52	46.99
NM_001183630.1	29.63	31.74	30.89	39.68	39.12	34.42
NM_001183631.3	55.35	59.81	54.55	60.63	55.61	53.18
NM_001183632.1	5.95	6.77	8.92	8.33	6.64	7.83
NM_001183633.3	0.0	0.0	0.08	0.0	0.05	0.0
NM_001183634.1	12.54	17.65	15.74	13.27	13.87	13.3
NM_001183635.3	27.38	28.17	26.01	34.35	28.18	28.87
NM_001183636.1	68.16	67.71	61.87	73.77	68.39	71.12
NM_001183638.3	19.88	21.22	22.22	19.14	18.62	22.86
NM_001183639.1	24.38	25.55	23.4	34.08	35.26	34.7
NM_001183640.3	18.06	18.28	17.59	24.69	25.35	24.5
NM_001183641.1	12.75	11.2	15.91	21.74	18.92	20.13
NM_001183642.3	11.09	8.98	10.44	14.82	13.02	11.2
NM_001183643.1	108.24	103.42	108.17	105.56	108.0	111.65
NM_001183645.3	53.32	52.82	46.05	60.23	59.82	53.0
NM_001183646.1	17.15	18.82	16.84	24.82	23.37	23.59
NM_001183647.3	3.97	3.84	3.03	4.28	4.65	5.28
NM_001183648.1	12.49	13.95	14.48	16.18	13.96	14.12
NM_001183649.3	230.15	227.57	243.79	228.8	224.03	221.3
NM_001183650.1	14.58	16.79	14.48	18.7	15.9	17.03
NM_001183651.3	128.07	128.07	124.51	147.62	134.54	124.76
NM_001183652.1	17.2	17.02	20.12	20.64	15.55	20.58
NM_001183653.3	589.13	555.49	533.38	506.76	518.82	471.92
NM_001183655.1	18.38	17.83	19.7	15.74	13.57	15.3
NM_001183656.3	1.5	0.54	0.59	0.62	0.54	0.55
NM_001183657.1	9.11	12.1	12.12	11.33	12.28	13.3
NM_001183658.6	149.61	175.34	116.42	174.96	140.09	141.07
NM_001183660.1	47.42	51.78	52.87	56.7	57.15	58.56
NM_001183661.3	0.16	0.05	0.08	0.13	0.05	0.0
NM_001183662.1	110.55	116.47	114.07	143.96	127.96	130.96
NM_001183663.3	10.88	13.86	15.91	15.34	17.83	15.85
NM_001183664.1	14.74	14.27	11.79	12.39	14.91	15.39
NM_001183665.3	23.36	20.77	24.58	26.72	28.13	26.59
NM_001183666.1	269.91	271.67	283.36	163.54	180.45	203.9
NM_001183668.3	9.59	7.13	9.77	7.76	6.83	8.74
NM_001183669.1	17.47	17.7	19.03	19.27	17.98	20.13
NM_001183670.3	45.49	47.22	49.67	66.85	64.72	60.93
NM_001183671.1	27.33	30.43	25.84	33.91	31.4	29.78
NM_001183672.3	41.48	42.03	44.79	46.74	48.97	42.62
NM_001183673.1	172.92	175.83	185.96	189.25	182.23	192.25
NM_001183674.3	0.0	0.0	0.0	0.0	0.0	0.0
NM_001183675.2	20.79	24.92	25.76	25.79	23.03	24.04
NM_001183676.3	17.9	18.42	21.21	28.18	22.63	19.67
NM_001183677.1	2.63	3.21	2.61	3.0	3.37	2.73
NM_001183678.3	150.68	144.68	151.19	218.52	206.25	213.56
NM_001183679.1	81.77	92.63	87.38	109.48	111.27	113.65
NM_001183680.3	118.96	129.06	132.0	154.46	151.73	143.25
NM_001183681.1	15.81	20.22	22.9	22.31	22.93	19.94
NM_001183683.3	42.01	47.31	42.93	54.5	50.76	49.0
NM_001183684.1	21.54	27.31	31.15	22.84	23.13	21.22
NM_001183685.3	5.31	4.79	6.15	5.03	4.16	6.74
NM_001183686.1	43.73	45.55	55.31	43.12	42.49	44.71
NM_001183687.3	0.05	0.0	0.0	0.0	0.0	0.0
NM_001183688.1	5.25	4.74	4.88	5.91	5.15	5.1
NM_001183689.3	366.85	383.54	391.7	433.79	419.73	415.46
NM_001183690.1	112.32	112.9	109.94	106.93	108.7	111.29
NM_001183691.3	92.6	97.15	97.57	107.94	111.57	112.83
NM_001183692.1	20.74	22.21	15.32	27.51	27.24	18.94
NM_001183693.3	10.93	13.5	15.41	9.83	10.55	9.56
NM_001183694.1	11.74	13.81	11.36	13.32	14.36	11.93
NM_001183695.3	195.91	201.56	182.84	204.94	191.1	184.78
NM_001183697.1	11.47	10.2	9.93	11.99	12.43	13.39
NM_001183698.3	7.88	7.0	8.0	8.25	8.32	8.47
NM_001183699.1	18.33	22.35	23.32	22.49	21.05	20.58
NM_001183700.3	39.17	40.31	39.57	45.46	40.56	42.26
NM_001183702.1	33.87	36.84	39.65	36.6	36.25	34.15
NM_001183703.3	3.97	4.47	4.29	4.54	4.46	5.1
NM_001183704.1	98.28	95.79	109.77	114.33	116.96	115.48
NM_001183705.3	40.67	43.16	41.67	52.91	53.68	55.37
NM_001183706.1	19.13	22.48	21.3	20.55	21.0	19.94
NM_001183707.3	19.4	21.17	19.45	24.34	25.06	26.05
NM_001183708.1	3.11	3.07	3.7	3.62	3.52	3.73
NM_001183709.3	61.52	66.72	61.03	64.55	58.28	65.21
NM_001183710.1	32.15	31.83	31.32	32.32	30.9	30.78
NM_001183711.3	6.06	6.86	7.16	7.76	8.32	7.1
NM_001183712.1	872.22	889.1	814.97	857.08	876.84	785.83
NM_001183713.1	69.93	75.57	70.21	73.06	67.94	63.02
NM_001183714.3	5.14	6.46	7.16	5.51	5.3	4.74
NM_001183715.1	10.61	12.64	12.63	12.65	14.66	12.66
NM_001183716.4	16.08	15.39	14.4	16.58	16.24	16.03
NM_001183717.1	0.43	0.14	0.08	0.13	0.05	0.09
NM_001183718.1	19.56	21.4	19.53	18.47	19.66	20.4
NM_001183720.3	22.13	20.68	21.38	20.59	21.05	25.14
NM_001183721.1	2.73	2.71	5.14	2.47	2.87	3.19
NM_001183722.3	28.99	23.88	32.92	28.09	28.87	35.15
NM_001183723.3	3.75	4.65	4.29	4.67	4.06	4.01
NM_001183724.1	37.56	33.86	38.98	42.15	38.38	41.98
NM_001183725.1	3.22	3.88	5.47	4.19	4.01	3.28
NM_001183726.4	12.54	11.51	11.62	10.45	6.78	9.29
NM_001183727.1	16.61	16.84	20.29	16.23	15.85	16.3
NM_001183728.3	18.33	17.38	14.9	21.34	17.78	15.66
NM_001183730.1	444.82	475.72	444.65	439.7	437.01	422.47
NM_001183731.3	36.44	37.2	36.7	43.48	42.49	38.61
NM_001183732.1	1879.75	1881.12	1601.32	1652.87	1685.39	1380.33
NM_001183733.3	0.7	0.77	0.42	1.19	0.59	1.09
NM_001183735.1	44.85	47.36	46.22	36.82	38.13	34.24
NM_001183736.3	43.73	43.74	40.07	39.68	37.14	38.8
NM_001183737.3	141.36	154.62	155.06	176.15	161.43	167.66
NM_001183739.1	6.59	6.82	7.91	7.8	8.76	7.29
NM_001183740.3	26.58	32.46	34.94	30.82	29.51	32.69
NM_001183741.1	39.55	45.01	41.0	41.49	41.65	44.81
NM_001183742.3	24.17	25.42	25.42	27.56	25.16	29.87
NM_001183743.1	281.06	284.63	264.42	363.19	351.29	340.69
NM_001183744.3	10.77	11.47	12.46	11.07	10.3	10.02
NM_001183746.1	181.55	216.37	186.55	230.69	202.39	221.39
NM_001183747.3	37.4	42.84	43.02	55.87	51.15	45.72
NM_001183748.1	1.23	1.63	1.01	1.98	1.49	1.46
NM_001183749.3	28.72	31.46	24.75	35.58	32.24	33.33
NM_001183750.1	20.26	20.9	22.06	22.31	23.52	20.4
NM_001183752.3	393.8	402.27	372.0	498.74	459.54	435.13
NM_001183754.1	4.55	5.24	4.46	5.34	4.56	4.92
NM_001183755.3	857.11	903.9	836.61	1095.18	1015.79	1023.07
NM_001183756.1	45.92	48.08	51.18	47.75	43.23	45.9
NM_001183757.3	13.4	12.46	15.49	13.8	13.57	13.39
NM_001183758.1	0.75	0.95	0.76	0.49	0.79	0.36
NM_001183759.3	0.27	0.36	0.59	0.44	0.3	0.46
NM_001183760.1	94.1	93.99	106.49	97.75	95.62	96.44
NM_001183761.3	519.63	503.08	543.31	499.0	492.97	498.88
NM_001183762.1	23.42	22.48	26.69	21.96	24.81	25.86
NM_001183764.3	33.65	34.49	31.91	16.71	13.91	13.48
NM_001183766.1	18.49	25.01	23.99	20.5	18.37	20.49
NM_001183767.3	16.13	17.65	17.93	21.21	23.42	21.04
NM_001183768.1	0.21	0.14	0.67	0.44	0.25	0.09
NM_001183769.3	7.88	7.54	8.08	8.38	8.52	9.38
NM_001183770.1	5.89	5.06	6.57	7.23	5.79	6.1
NM_001183771.3	0.05	0.0	0.0	0.0	0.0	0.09
NM_001183772.1	13.88	14.08	13.64	15.83	15.05	13.02
NM_001183773.3	17.74	18.82	16.08	21.08	22.04	21.4
NM_001183774.1	25.77	29.52	28.96	30.29	27.14	31.78
NM_001183775.3	71.48	75.12	71.64	74.65	69.87	67.94
NM_001183776.1	31.46	36.79	36.03	46.78	45.95	40.25
NM_001183777.3	23.79	27.49	29.13	33.2	35.21	32.97
NM_001183778.1	4.23	4.2	3.54	4.98	4.46	5.92
NM_001183779.3	28.83	30.61	24.92	25.49	25.7	25.68
NM_001183780.1	24.92	28.62	29.72	28.66	29.41	28.41
NM_001183781.3	524.77	530.7	493.48	517.08	468.9	480.12
NM_001183782.1	109.16	117.24	118.28	194.01	185.0	197.07
NM_001183783.3	6.38	6.73	6.48	6.97	8.57	8.47
NM_001183785.1	0.54	0.09	0.51	0.4	0.45	0.64
NM_001183787.3	19.29	20.09	21.13	28.88	28.67	29.42
NM_001183788.1	5.14	6.27	8.08	6.97	7.97	7.56
NM_001183789.3	1610.1	1575.46	1545.17	1594.01	1541.54	1518.03
NM_001183790.1	42.23	49.7	54.63	65.21	59.52	64.57
NM_001183791.3	15.11	16.52	18.52	16.53	17.78	18.85
NM_001183792.1	26.04	31.83	29.3	31.61	28.67	29.23
NM_001183793.3	26.58	31.83	24.67	32.45	30.95	34.79
NM_001183794.1	61.14	71.33	57.08	163.32	176.29	166.75
NM_001183795.3	293.28	292.3	318.71	259.44	268.05	277.76
NM_001183797.3	23.63	26.18	25.25	19.75	20.95	19.49
NM_001183798.1	1.61	2.48	2.95	2.73	2.62	3.19
NM_001183800.3	2.36	2.62	2.86	2.2	1.98	2.46
NM_001183801.1	2.04	1.31	1.26	1.32	1.34	0.82
NM_001183802.1	388.66	248.6	231.5	334.8	285.78	272.02
NM_001183803.3	593.57	374.28	294.22	347.06	279.64	294.7
NM_001183804.1	12.22	8.04	8.0	12.39	10.65	8.83
NM_001183805.3	8.2	7.81	9.18	8.2	11.04	10.66
NM_001183806.1	6.86	7.27	9.85	7.94	8.07	7.65
NM_001183807.3	0.05	0.14	0.08	0.13	0.15	0.09
NM_001183808.1	0.16	0.27	0.17	0.53	0.2	0.64
NM_001183809.3	3.59	4.33	6.06	3.17	2.18	4.46
NM_001183810.1	13.08	15.98	14.48	13.27	13.77	11.75
NM_001183811.3	0.05	0.05	0.17	0.04	0.1	0.0
NM_001183813.1	0.38	0.18	0.42	0.22	0.1	0.64
NM_001183814.3	0.0	0.0	0.0	0.0	0.05	0.09
NM_001183815.1	21.01	19.86	19.95	18.87	18.52	16.21
NM_001183816.1	7.56	7.45	7.41	7.14	7.38	8.65
NM_001183817.1	5.79	7.13	7.16	8.91	8.07	8.2
NM_001183818.1	196.23	215.97	192.44	342.34	331.43	312.28
NM_001183819.1	2.57	2.84	2.78	4.98	3.32	3.46
NM_001183820.1	42.17	45.64	50.93	47.66	42.59	44.08
NM_001183821.1	10.29	13.32	11.62	12.52	12.78	12.93
NM_001183822.1	5.52	5.06	5.81	5.6	6.59	5.37
NM_001183823.1	100.58	110.33	114.82	129.24	120.93	126.31
NM_001183824.1	93.62	100.8	102.11	110.1	114.98	98.9
NM_001183825.1	7.29	8.04	11.45	10.49	9.21	10.84
NM_001183826.1	187.82	194.25	197.91	239.25	226.45	232.5
NM_001183827.1	13.13	14.76	15.91	22.09	17.53	18.49
NM_001183828.1	9.27	8.22	7.32	8.91	9.31	10.02
NM_001183829.1	17.95	15.48	14.98	19.4	20.3	20.13
NM_001183830.2	51.82	67.08	54.8	44.0	37.68	40.8
NM_001183831.1	0.64	1.13	0.93	1.5	1.49	1.18
NM_001183832.1	9.11	7.81	9.43	8.07	6.93	5.37
NM_001183833.1	350.94	372.75	381.35	238.72	199.91	85.88
NM_001183834.1	12.97	11.92	16.67	14.11	13.42	14.12
NM_001183835.1	0.0	0.0	0.0	0.0	0.0	0.0
NM_001183836.1	11.79	13.23	12.21	16.01	15.5	17.12
NM_001183837.1	43.03	43.11	40.24	48.59	47.04	49.0
NM_001183838.1	3.86	3.7	4.88	4.19	4.31	4.28
NM_001183840.1	9.54	9.16	10.02	8.91	8.72	9.47
NM_001183841.1	0.05	0.05	0.08	0.04	0.15	0.27
NM_001183842.1	389.52	417.44	380.0	470.08	425.17	447.06
NM_001183843.1	9.27	8.26	8.67	10.54	9.8	11.57
NM_001183844.1	38.31	45.37	48.15	48.37	45.01	42.26
NM_001183845.1	28.51	31.46	31.99	31.61	32.44	36.34
NM_001183846.1	76.57	84.69	75.17	72.89	74.38	73.4
NM_001183847.1	0.0	0.05	0.17	0.04	0.1	0.0
NM_001183848.1	0.54	0.9	1.09	0.84	0.69	0.91
NM_001183850.1	309.67	343.81	291.44	393.53	322.22	288.96
NM_001183851.1	652.95	602.98	622.19	548.91	556.55	583.3
NM_001183852.1	7.66	8.35	9.77	6.88	7.58	7.74
NM_001183853.1	6.48	6.18	6.48	5.73	4.75	5.74
NM_001183854.1	9.11	10.38	11.28	9.22	9.46	9.2
NM_001183855.1	4.82	4.51	3.7	4.72	4.75	3.19
NM_001183856.1	7.61	8.4	8.08	7.19	7.73	8.11
NM_001183857.1	115.53	129.43	118.19	132.98	124.79	130.68
NM_001183859.1	13.93	13.95	14.31	16.49	14.51	15.94
NM_001183860.1	5.57	5.78	5.56	4.19	5.5	5.92
NM_001183861.1	4.82	3.84	4.29	4.63	4.36	4.28
NM_001183862.1	377.68	366.61	336.31	381.4	347.33	389.96
NM_001183863.1	52.09	53.77	47.73	55.34	51.1	50.63
NM_001183864.1	61.52	59.41	63.81	64.24	67.3	64.29
NM_001183865.1	5.79	7.09	7.83	9.04	7.58	8.11
NM_001183866.4	3.59	3.88	3.28	5.64	5.55	4.83
NM_001183867.1	41.74	49.39	50.0	62.57	59.92	63.38
NM_001183868.1	0.8	1.13	0.84	0.4	0.4	0.82
NM_001183869.1	19.45	23.38	20.12	21.69	23.37	20.58
NM_001183870.1	0.0	0.0	0.0	0.0	0.0	0.0
NM_001183871.1	16.61	18.92	21.21	14.33	11.64	15.48
NM_001183872.1	55.52	51.1	51.44	73.68	60.17	82.87
NM_001183873.1	39.87	43.29	43.1	52.74	54.87	57.37
NM_001183874.1	4.02	3.57	4.12	2.73	3.52	2.73
NM_001183875.1	1695.14	1766.14	1629.1	2065.41	2034.41	1909.99
NM_001183877.1	110.44	121.25	119.12	113.76	102.6	112.11
NM_001183878.1	7.93	8.53	8.59	8.51	8.47	7.65
NM_001183879.1	11.52	12.28	12.96	11.29	12.23	11.11
NM_001183880.1	7.98	7.58	6.9	6.92	6.44	6.74
NM_001183881.1	10.56	11.92	12.12	9.88	8.17	11.66
NM_001183882.1	10.02	10.65	11.28	9.35	10.35	11.57
NM_001183883.1	10.5	10.29	10.69	10.54	11.44	9.11
NM_001183884.1	17.95	15.39	19.03	21.12	19.46	18.58
NM_001183885.1	3.0	4.33	3.79	5.03	4.36	4.1
NM_001183886.1	2.79	3.34	3.54	2.51	2.23	3.19
NM_001183888.1	16.93	18.24	14.48	20.02	21.0	17.58
NM_001183889.1	8.36	12.41	9.01	9.13	8.17	8.83
NM_001183890.1	4.45	4.83	4.8	4.72	3.76	3.46
NM_001183891.1	4.66	4.29	4.55	5.11	5.1	5.1
NM_001183892.1	78.18	88.3	79.89	93.48	98.44	91.71
NM_001183893.1	1493.66	1399.71	1408.21	1316.35	1378.42	1327.88
NM_001183895.1	540.74	555.17	487.0	489.26	456.67	339.6
NM_001183896.1	52.78	54.62	54.8	52.56	47.98	54.55
NM_001183897.1	13.5	13.45	13.81	11.29	11.88	13.39
NM_001183898.1	53.91	59.18	59.52	48.5	42.59	43.8
NM_001183899.1	223.99	246.12	187.56	249.79	200.06	232.04
NM_001183900.1	74.7	78.37	85.45	111.38	107.8	115.11
NM_001183901.1	23.95	20.68	22.9	22.62	21.49	25.5
NM_001183902.1	1.88	1.72	2.02	3.04	1.58	2.37
NM_001183903.1	9.48	10.11	10.78	10.67	9.9	11.47
NM_001183904.1	3353.15	3244.09	2973.41	3311.08	3274.57	2994.26
NM_001183905.1	173.99	178.9	195.56	195.33	203.77	203.45
NM_001183906.1	24.65	26.0	27.86	28.66	28.28	26.68
NM_001183907.1	145.54	149.79	159.86	150.31	149.6	156.46
NM_001183908.1	79.36	84.42	80.14	66.76	65.22	64.48
NM_001183909.1	4.13	7.18	7.66	7.67	9.51	9.93
NM_001183910.1	11.79	13.32	15.15	14.15	13.57	15.66
NM_001183911.1	10.45	10.2	9.01	10.32	9.71	11.02
NM_001183912.1	34.88	34.08	39.9	39.99	43.03	46.35
NM_001183913.1	10.02	9.48	9.93	9.74	7.77	9.2
NM_001183914.1	17.42	16.43	19.03	19.45	19.81	18.58
NM_001183915.1	33.33	35.71	40.32	43.21	41.55	42.8
NM_001183917.1	7.5	11.15	8.92	10.58	9.95	12.29
NM_001183918.1	8.31	10.83	12.71	10.89	10.35	11.2
NM_001183919.1	53.64	60.72	43.94	65.74	53.04	54.28
NM_001183920.1	1917.63	1971.14	1975.6	2117.48	1966.96	1969.0
NM_001183921.1	4.39	5.37	5.39	5.69	6.09	4.46
NM_001183922.1	7.72	8.71	10.1	9.52	8.62	8.47
NM_001183923.1	4.82	4.42	4.38	4.41	5.15	3.01
NM_001183924.1	26.53	26.18	29.63	24.07	24.56	20.13
NM_001183925.1	138.04	142.65	128.55	153.62	151.38	163.47
NM_001183926.1	34.67	32.95	34.35	44.18	39.91	36.61
NM_001183927.1	2.68	3.43	3.03	4.28	3.81	3.19
NM_001183929.1	33.6	35.71	29.88	37.74	28.28	33.97
NM_001183930.1	20.42	19.19	23.99	21.43	21.84	20.13
NM_001183931.1	121.64	126.9	125.77	157.99	147.22	138.24
NM_001183932.1	31.78	34.99	36.2	45.86	43.53	40.25
NM_001183933.1	5.2	6.27	6.57	8.6	8.42	7.29
NM_001183934.1	9.59	11.74	10.94	11.91	7.82	10.02
NM_001183935.1	0.11	0.05	0.0	0.0	0.0	0.0
NM_001183936.1	15.38	17.92	16.42	21.56	20.8	21.04
NM_001183937.1	7.34	8.49	8.75	8.42	7.58	6.56
NM_001183938.1	7.13	8.49	9.01	7.76	6.39	6.47
NM_001183939.1	42.44	45.55	49.16	53.84	48.53	47.9
NM_001183940.1	156.79	151.46	162.89	168.21	179.06	163.29
NM_001183941.1	75.34	81.94	71.47	78.04	74.77	71.22
NM_001183942.1	27.81	31.24	30.39	28.13	27.19	29.05
NM_001183943.1	71.32	69.34	80.48	65.96	65.86	69.21
NM_001183944.1	0.05	0.0	0.0	0.0	0.0	0.09
NM_001183945.1	3055.64	2909.98	2972.06	2590.91	2704.01	2752.11
NM_001183946.1	6.06	6.27	6.73	8.47	8.12	7.83
NM_001183947.1	6.86	6.86	7.41	7.98	7.08	6.83
NM_001183948.1	2.79	4.38	4.63	1.54	1.73	2.46
NM_001183949.1	53.64	66.13	57.16	86.95	81.71	72.67
NM_001183951.1	52.84	63.61	50.43	73.02	69.08	68.67
NM_001183952.1	8.68	8.44	9.26	9.66	10.84	8.56
NM_001183953.1	25.02	26.14	27.11	32.32	30.31	26.77
NM_001183954.1	8.68	9.03	8.08	9.17	9.41	8.56
NM_001183955.1	14.41	16.97	18.18	16.4	18.22	17.12
NM_001183957.1	1159.07	1098.43	1010.36	999.28	1044.56	935.83
NM_001183958.1	12.91	13.27	15.24	12.57	12.68	12.11
NM_001183959.1	156.9	158.99	171.23	162.26	173.27	157.0
NM_001183960.1	58.89	67.99	60.19	56.88	50.36	51.36
NM_001183961.1	2.04	1.99	2.27	1.28	1.54	1.64
NM_001183962.1	0.27	1.13	0.67	0.62	0.74	0.91
NM_001183963.1	3.59	3.21	3.11	2.91	3.32	3.46
NM_001183964.1	9.86	10.47	14.06	12.57	11.19	14.12
NM_001183965.1	10.07	9.16	8.59	11.29	11.84	10.93
NM_001183966.1	10.72	12.32	10.52	14.59	14.91	13.21
NM_001183967.1	11.9	14.4	15.66	13.76	14.56	12.93
NM_001183968.1	238.83	244.63	281.84	317.21	323.81	321.29
NM_001183969.1	16.56	16.75	15.15	17.46	16.39	16.21
NM_001183970.1	6.75	6.5	7.91	7.85	7.53	6.47
NM_001183971.1	12.22	12.69	16.58	15.21	14.51	15.03
NM_001183972.1	38.42	41.76	40.49	43.12	44.17	45.35
NM_001183973.1	14.79	13.63	12.12	13.62	14.71	11.38
NM_001183974.1	963.96	1004.8	970.46	1048.4	1000.89	1014.87
NM_001183975.1	14.04	12.78	12.29	17.24	16.09	17.94
NM_001183976.1	8.47	10.07	10.52	9.08	10.05	11.02
NM_001183977.1	98.38	102.48	105.65	108.38	108.25	123.76
NM_001183978.1	3.11	2.93	2.36	3.4	4.36	3.37
NM_001183979.1	0.05	0.09	0.08	0.0	0.0	0.0
NM_001183980.1	4.45	3.88	3.45	5.34	4.11	3.64
NM_001183981.1	1.5	1.13	1.43	1.63	1.34	1.27
NM_001183982.1	4.88	5.91	5.64	5.86	5.6	6.56
NM_001183983.1	70.73	75.52	71.47	106.09	96.41	97.44
NM_001183984.1	23.04	29.16	23.07	29.41	28.13	24.77
NM_001183985.1	3.38	2.03	1.77	2.51	1.73	1.27
NM_001183986.1	10.07	8.67	9.51	8.16	7.68	7.83
NM_001183987.1	21.38	22.8	24.41	27.87	25.45	27.59
NM_001183988.1	1.93	2.75	2.19	3.04	2.77	3.46
NM_001183989.1	9.0	8.71	9.68	10.54	10.15	10.66
NM_001183990.1	32.47	32.1	33.59	41.98	39.96	41.62
NM_001183991.1	42.44	47.67	38.3	42.64	42.14	38.43
NM_001183992.1	44.96	48.94	50.59	43.52	43.08	40.71
NM_001183993.1	28.45	29.57	32.92	31.79	34.17	36.15
NM_001183994.1	24.11	27.09	23.82	29.98	25.6	25.77
NM_001183995.1	30.06	31.87	25.09	39.42	30.75	32.24
NM_001183997.1	70.79	69.66	85.61	77.56	76.85	71.67
NM_001183998.1	81.61	89.97	88.98	82.1	76.36	81.51
NM_001184000.1	0.91	0.59	0.42	0.71	0.54	0.73
NM_001184001.1	0.0	0.05	0.08	0.0	0.05	0.0
NM_001184002.1	27.92	33.95	30.14	35.67	33.67	34.42
NM_001184003.1	0.48	0.68	1.18	0.88	0.25	0.18
NM_001184004.1	123.09	140.89	99.34	161.87	122.21	138.52
NM_001184005.1	5.14	5.6	6.82	5.91	6.64	6.47
NM_001184006.1	0.0	0.05	0.0	0.13	0.3	0.27
NM_001184007.1	11.9	12.91	11.62	12.48	10.2	15.48
NM_001184008.1	5.36	5.82	6.23	6.17	5.5	5.56
NM_001184009.1	57.02	66.95	68.52	57.98	52.34	57.01
NM_001184010.1	11.52	11.42	11.36	20.24	17.78	17.39
NM_001184012.1	2501.13	2393.81	2283.87	2209.94	2269.58	2006.89
NM_001184013.1	60.28	61.17	55.39	37.13	39.67	35.97
NM_001184014.1	0.0	0.0	0.0	0.0	0.0	0.0
NM_001184015.1	0.0	0.05	0.08	0.04	0.0	0.09
NM_001184016.1	19.24	20.27	23.99	19.93	22.43	22.68
NM_001184017.1	19.45	19.05	17.93	20.15	18.72	17.85
NM_001184018.1	55.09	54.94	63.05	67.42	68.39	65.75
NM_001184020.1	35.63	39.91	44.36	52.29	50.76	53.09
NM_001184021.1	60.12	56.2	61.87	54.5	44.82	51.0
NM_001184022.1	20.42	22.98	21.8	23.99	23.92	25.32
NM_001184023.1	6.06	5.96	7.74	6.83	7.23	5.46
NM_001184024.1	96.83	103.69	105.56	87.83	86.81	84.33
NM_001184025.1	84.72	85.91	89.15	104.15	105.43	99.27
NM_001184026.1	81.5	85.0	83.51	79.9	72.05	74.04
NM_001184027.1	10.18	11.15	11.79	14.86	14.26	14.66
NM_001184028.1	8.57	6.91	8.92	12.43	11.49	11.47
NM_001184029.1	20.2	24.69	27.53	29.45	30.55	28.96
NM_001184030.1	2.84	4.65	3.54	4.41	4.46	5.28
NM_001184031.1	132.36	135.84	144.79	157.94	146.38	159.01
NM_001184032.1	179.62	169.56	191.43	188.63	193.42	188.79
NM_001184033.1	8.47	10.92	7.49	10.98	10.05	9.2
NM_001184034.1	2895.1	2861.54	2524.89	2576.31	2577.14	2364.61
NM_001184035.1	36.87	37.47	39.14	37.66	36.69	37.43
NM_001184036.1	5.68	4.42	6.4	4.76	4.75	6.19
NM_001184037.1	0.43	0.27	0.76	0.31	0.69	0.73
NM_001184038.2	16.29	13.72	15.57	14.59	15.75	14.94
NM_001184039.1	112.26	126.36	112.8	152.96	143.31	117.39
NM_001184040.1	492.46	499.42	491.04	618.01	598.15	595.23
NM_001184041.1	23.69	26.82	30.56	24.91	25.4	24.5
NM_001184042.1	42.98	43.88	35.61	51.85	44.52	43.26
NM_001184043.1	7.02	8.4	6.9	8.29	7.53	5.92
NM_001184044.1	1.45	1.49	1.77	1.76	1.78	1.0
NM_001184045.1	1536.1	1570.44	1511.58	1618.17	1371.89	1592.8
NM_001184046.1	48.07	50.61	49.25	53.75	54.12	54.64
NM_001184047.1	6.06	6.46	7.32	6.08	6.14	6.83
NM_001184048.1	110.28	112.99	111.71	126.9	129.3	117.66
NM_001184049.1	103.74	115.7	113.73	110.01	100.47	106.1
NM_001184050.1	3.75	5.15	5.22	4.94	4.61	4.83
NM_001184051.1	277.2	286.03	272.67	293.26	277.71	268.02
NM_001184053.1	55.41	56.16	54.47	61.07	65.51	66.39
NM_001184054.1	1429.25	1548.01	1566.38	2398.31	2073.68	1969.64
NM_001184055.1	7.66	11.6	11.36	10.63	11.24	11.2
NM_001184056.1	33.17	34.67	34.26	48.15	39.02	39.98
NM_001184057.1	88.15	86.81	109.77	97.18	93.44	96.62
NM_001184058.1	11.41	14.72	12.88	14.15	13.32	15.21
NM_001184059.1	22.72	21.76	21.13	32.94	32.44	34.15
NM_001184060.1	44.69	45.5	45.54	41.18	46.4	46.81
NM_001184061.1	9.48	10.43	10.86	10.01	11.84	10.93
NM_001184062.1	0.0	0.0	0.0	0.0	0.0	0.0
